ano,zona,sigla_partido,cargo,turno,votos_nominais,votos_nao_nominais
1998,244,PFL,deputado estadual,1,4531,890
1998,244,PGT,deputado estadual,1,5,3
1998,244,PL,deputado estadual,1,196,52
1998,244,PMDB,deputado estadual,1,616,107
1998,244,PMN,deputado estadual,1,376,41
1998,244,PPB,deputado estadual,1,1581,326
1998,244,PPS,deputado estadual,1,103,101
1998,244,PRN,deputado estadual,1,31,8
1998,244,PRONA,deputado estadual,1,727,336
1998,244,PRP,deputado estadual,1,218,32
1998,244,PRTB,deputado estadual,1,56,18
1998,244,PSB,deputado estadual,1,310,129
1998,244,PSC,deputado estadual,1,2829,142
1998,244,PSD,deputado estadual,1,310,38
1998,244,PSDB,deputado estadual,1,4091,1088
1998,244,PSDC,deputado estadual,1,342,42
1998,244,PSL,deputado estadual,1,30,14
1998,244,PSN,deputado estadual,1,2,8
1998,244,PST,deputado estadual,1,197,9
1998,244,PSTU,deputado estadual,1,47,44
1998,244,PT,deputado estadual,1,1617,1491
1998,244,PT do B,deputado estadual,1,1223,83
1998,244,PTB,deputado estadual,1,555,70
1998,244,PTN,deputado estadual,1,102,23
1998,244,PV,deputado estadual,1,8,33
1998,244,PAN,deputado federal,1,4,14
1998,244,PC do B,deputado federal,1,522,55
1998,244,PCB,deputado federal,1,22,23
1998,244,PDT,deputado federal,1,2823,840
1998,244,PFL,deputado federal,1,5245,613
1998,244,PGT,deputado federal,1,1,8
1998,244,PL,deputado federal,1,230,94
1998,244,PMDB,deputado federal,1,250,75
1998,244,PMN,deputado federal,1,54,36
1998,244,PPB,deputado federal,1,2816,286
1998,244,PPS,deputado federal,1,169,137
1998,244,PRN,deputado federal,1,57,15
1998,244,PRONA,deputado federal,1,84,448
1998,244,PRP,deputado federal,1,155,34
1998,244,PRTB,deputado federal,1,180,36
1998,244,PSB,deputado federal,1,517,88
1998,244,PSC,deputado federal,1,861,277
1998,244,PSD,deputado federal,1,38,37
1998,244,PSDB,deputado federal,1,2943,1315
1998,244,PSDC,deputado federal,1,79,48
1998,244,PSL,deputado federal,1,59,9
1998,244,PSN,deputado federal,1,19,15
1998,244,PST,deputado federal,1,1,24
1998,244,PSTU,deputado federal,1,468,64
1998,244,PT,deputado federal,1,1661,1780
1998,244,PT do B,deputado federal,1,829,88
1998,244,PTB,deputado federal,1,449,75
1998,244,PTN,deputado federal,1,305,41
1998,244,PV,deputado federal,1,120,19
1998,244,PDT,governador,1,11927,0
1998,244,PFL,governador,1,9754,0
1998,244,PPS,governador,1,290,0
1998,244,PRONA,governador,1,377,0
1998,244,PRTB,governador,1,43,0
1998,244,PSDB,governador,1,3240,0
1998,244,PSDC,governador,1,20,0
1998,244,PSL,governador,1,16,0
1998,244,PSN,governador,1,16,0
1998,244,PST,governador,1,14,0
1998,244,PSTU,governador,1,75,0
1998,244,PT do B,governador,1,71,0
1998,244,PV,governador,1,118,0
1998,244,PMN,presidente,1,56,0
1998,244,PPS,presidente,1,2340,0
1998,244,PRONA,presidente,1,1256,0
1998,244,PSC,presidente,1,92,0
1998,244,PSDB,presidente,1,10029,0
1998,244,PSDC,presidente,1,52,0
1998,244,PSN,presidente,1,17,0
1998,244,PSTU,presidente,1,37,0
1998,244,PT,presidente,1,12409,0
1998,244,PT do B,presidente,1,64,0
1998,244,PTN,presidente,1,119,0
1998,244,PV,presidente,1,48,0
1998,244,PAN,senador,1,29,0
1998,244,PMDB,senador,1,1720,0
1998,244,PPB,senador,1,9172,0
1998,244,PPS,senador,1,2394,0
1998,244,PRN,senador,1,38,0
1998,244,PRONA,senador,1,541,0
1998,244,PRP,senador,1,69,0
1998,244,PRTB,senador,1,77,0
1998,244,PSB,senador,1,9291,0
1998,244,PSC,senador,1,104,0
1998,244,PSDC,senador,1,34,0
1998,244,PSTU,senador,1,86,0
1998,244,PT do B,senador,1,317,0
1998,244,PTN,senador,1,45,0
1998,245,PAN,deputado estadual,1,3,15
1998,245,PC do B,deputado estadual,1,191,42
1998,245,PCB,deputado estadual,1,2,40
1998,245,PDT,deputado estadual,1,1975,1223
1998,245,PFL,deputado estadual,1,5810,1080
1998,245,PGT,deputado estadual,1,4,3
1998,245,PL,deputado estadual,1,223,36
1998,245,PMDB,deputado estadual,1,728,118
1998,245,PMN,deputado estadual,1,339,32
1998,245,PPB,deputado estadual,1,1529,398
1998,245,PPS,deputado estadual,1,150,140
1998,245,PRN,deputado estadual,1,22,7
1998,245,PRONA,deputado estadual,1,727,447
1998,245,PRP,deputado estadual,1,280,48
1998,245,PRTB,deputado estadual,1,44,21
1998,245,PSB,deputado estadual,1,326,147
1998,245,PSC,deputado estadual,1,2778,127
1998,245,PSD,deputado estadual,1,387,34
1998,245,PSDB,deputado estadual,1,5257,1237
1998,245,PSDC,deputado estadual,1,382,39
1998,245,PSL,deputado estadual,1,32,11
1998,245,PSN,deputado estadual,1,9,10
1998,245,PST,deputado estadual,1,271,16
1998,245,PSTU,deputado estadual,1,40,58
1998,245,PT,deputado estadual,1,2150,1859
1998,245,PT do B,deputado estadual,1,1311,93
1998,245,PTB,deputado estadual,1,646,92
1998,245,PTN,deputado estadual,1,205,36
1998,245,PV,deputado estadual,1,6,26
1998,245,PAN,deputado federal,1,3,16
1998,245,PC do B,deputado federal,1,600,70
1998,245,PCB,deputado federal,1,36,29
1998,245,PDT,deputado federal,1,3391,1051
1998,245,PFL,deputado federal,1,6735,748
1998,245,PGT,deputado federal,1,1,9
1998,245,PL,deputado federal,1,267,91
1998,245,PMDB,deputado federal,1,341,83
1998,245,PMN,deputado federal,1,49,34
1998,245,PPB,deputado federal,1,3200,319
1998,245,PPS,deputado federal,1,174,179
1998,245,PRN,deputado federal,1,81,13
1998,245,PRONA,deputado federal,1,166,569
1998,245,PRP,deputado federal,1,203,48
1998,245,PRTB,deputado federal,1,186,28
1998,245,PSB,deputado federal,1,470,129
1998,245,PSC,deputado federal,1,930,225
1998,245,PSD,deputado federal,1,25,55
1998,245,PSDB,deputado federal,1,3440,1568
1998,245,PSDC,deputado federal,1,68,54
1998,245,PSL,deputado federal,1,62,21
1998,245,PSN,deputado federal,1,15,19
1998,245,PST,deputado federal,1,1,23
1998,245,PSTU,deputado federal,1,638,68
1998,245,PT,deputado federal,1,2079,2199
1998,245,PT do B,deputado federal,1,965,109
1998,245,PTB,deputado federal,1,489,86
1998,245,PTN,deputado federal,1,284,52
1998,245,PV,deputado federal,1,91,24
1998,245,PDT,governador,1,14825,0
1998,245,PFL,governador,1,10918,0
1998,245,PPS,governador,1,306,0
1998,245,PRONA,governador,1,527,0
1998,245,PRTB,governador,1,58,0
1998,245,PSDB,governador,1,3924,0
1998,245,PSDC,governador,1,37,0
1998,245,PSL,governador,1,11,0
1998,245,PSN,governador,1,9,0
1998,245,PST,governador,1,19,0
1998,245,PSTU,governador,1,109,0
1998,245,PT do B,governador,1,76,0
1998,245,PV,governador,1,117,0
1998,245,PMN,presidente,1,61,0
1998,245,PPS,presidente,1,2683,0
1998,245,PRONA,presidente,1,1611,0
1998,245,PSC,presidente,1,93,0
1998,245,PSDB,presidente,1,11303,0
1998,245,PSDC,presidente,1,73,0
1998,245,PSN,presidente,1,24,0
1998,245,PSTU,presidente,1,42,0
1998,245,PT,presidente,1,15481,0
1998,245,PT do B,presidente,1,94,0
1998,245,PTN,presidente,1,134,0
1998,245,PV,presidente,1,44,0
1998,245,PAN,senador,1,33,0
1998,245,PMDB,senador,1,2076,0
1998,245,PPB,senador,1,10670,0
1998,245,PPS,senador,1,2706,0
1998,245,PRN,senador,1,38,0
1998,245,PRONA,senador,1,738,0
1998,245,PRP,senador,1,89,0
1998,245,PRTB,senador,1,105,0
1998,245,PSB,senador,1,11427,0
1998,245,PSC,senador,1,137,0
1998,245,PSDC,senador,1,49,0
1998,245,PSTU,senador,1,107,0
1998,245,PT do B,senador,1,340,0
1998,245,PTN,senador,1,44,0
1998,246,PAN,deputado estadual,1,5,18
1998,246,PC do B,deputado estadual,1,225,49
1998,246,PCB,deputado estadual,1,13,54
1998,246,PDT,deputado estadual,1,2297,1348
1998,246,PFL,deputado estadual,1,7515,1108
1998,246,PGT,deputado estadual,1,11,2
1998,246,PL,deputado estadual,1,266,57
1998,246,PMDB,deputado estadual,1,1195,133
1998,246,PMN,deputado estadual,1,262,23
1998,246,PPB,deputado estadual,1,1009,340
1998,246,PPS,deputado estadual,1,130,119
1998,246,PRN,deputado estadual,1,26,10
1998,246,PRONA,deputado estadual,1,463,453
1998,246,PRP,deputado estadual,1,213,39
1998,246,PRTB,deputado estadual,1,82,28
1998,246,PSB,deputado estadual,1,352,171
1998,246,PSC,deputado estadual,1,3669,173
1998,246,PSD,deputado estadual,1,301,39
1998,246,PSDB,deputado estadual,1,6051,1414
1998,246,PSDC,deputado estadual,1,558,37
1998,246,PSL,deputado estadual,1,41,22
1998,246,PSN,deputado estadual,1,22,22
1998,246,PST,deputado estadual,1,458,10
1998,246,PSTU,deputado estadual,1,45,53
1998,246,PT,deputado estadual,1,1609,1861
1998,246,PT do B,deputado estadual,1,1512,89
1998,246,PTB,deputado estadual,1,880,89
1998,246,PTN,deputado estadual,1,216,48
1998,246,PV,deputado estadual,1,4,20
1998,246,PAN,deputado federal,1,8,12
1998,246,PC do B,deputado federal,1,636,57
1998,246,PCB,deputado federal,1,54,44
1998,246,PDT,deputado federal,1,3809,1211
1998,246,PFL,deputado federal,1,7848,704
1998,246,PGT,deputado federal,1,1,10
1998,246,PL,deputado federal,1,277,111
1998,246,PMDB,deputado federal,1,521,113
1998,246,PMN,deputado federal,1,40,25
1998,246,PPB,deputado federal,1,3190,301
1998,246,PPS,deputado federal,1,116,148
1998,246,PRN,deputado federal,1,87,9
1998,246,PRONA,deputado federal,1,166,593
1998,246,PRP,deputado federal,1,143,38
1998,246,PRTB,deputado federal,1,203,39
1998,246,PSB,deputado federal,1,458,112
1998,246,PSC,deputado federal,1,783,305
1998,246,PSD,deputado federal,1,36,42
1998,246,PSDB,deputado federal,1,5303,1650
1998,246,PSDC,deputado federal,1,102,73
1998,246,PSL,deputado federal,1,54,18
1998,246,PSN,deputado federal,1,26,17
1998,246,PST,deputado federal,1,1,36
1998,246,PSTU,deputado federal,1,631,77
1998,246,PT,deputado federal,1,2015,2052
1998,246,PT do B,deputado federal,1,747,164
1998,246,PTB,deputado federal,1,562,114
1998,246,PTN,deputado federal,1,675,68
1998,246,PV,deputado federal,1,109,26
1998,246,PDT,governador,1,17660,0
1998,246,PFL,governador,1,10528,0
1998,246,PPS,governador,1,302,0
1998,246,PRONA,governador,1,565,0
1998,246,PRTB,governador,1,55,0
1998,246,PSDB,governador,1,4720,0
1998,246,PSDC,governador,1,45,0
1998,246,PSL,governador,1,24,0
1998,246,PSN,governador,1,25,0
1998,246,PST,governador,1,32,0
1998,246,PSTU,governador,1,96,0
1998,246,PT do B,governador,1,84,0
1998,246,PV,governador,1,123,0
1998,246,PMN,presidente,1,72,0
1998,246,PPS,presidente,1,2515,0
1998,246,PRONA,presidente,1,1946,0
1998,246,PSC,presidente,1,125,0
1998,246,PSDB,presidente,1,12701,0
1998,246,PSDC,presidente,1,93,0
1998,246,PSN,presidente,1,33,0
1998,246,PSTU,presidente,1,41,0
1998,246,PT,presidente,1,17349,0
1998,246,PT do B,presidente,1,131,0
1998,246,PTN,presidente,1,175,0
1998,246,PV,presidente,1,44,0
1998,246,PAN,senador,1,33,0
1998,246,PMDB,senador,1,3093,0
1998,246,PPB,senador,1,11528,0
1998,246,PPS,senador,1,2264,0
1998,246,PRN,senador,1,34,0
1998,246,PRONA,senador,1,797,0
1998,246,PRP,senador,1,100,0
1998,246,PRTB,senador,1,96,0
1998,246,PSB,senador,1,13380,0
1998,246,PSC,senador,1,164,0
1998,246,PSDC,senador,1,66,0
1998,246,PSTU,senador,1,121,0
1998,246,PT do B,senador,1,342,0
1998,246,PTN,senador,1,55,0
1998,252,PAN,deputado estadual,1,6,12
1998,252,PC do B,deputado estadual,1,109,30
1998,252,PCB,deputado estadual,1,15,19
1998,252,PDT,deputado estadual,1,2097,698
1998,252,PFL,deputado estadual,1,4075,825
1998,252,PGT,deputado estadual,1,2,0
1998,252,PL,deputado estadual,1,124,34
1998,252,PMDB,deputado estadual,1,830,89
1998,252,PMN,deputado estadual,1,49,10
1998,252,PPB,deputado estadual,1,1875,341
1998,252,PPS,deputado estadual,1,699,231
1998,252,PRN,deputado estadual,1,13,9
1998,252,PRONA,deputado estadual,1,245,130
1998,252,PRP,deputado estadual,1,311,30
1998,252,PRTB,deputado estadual,1,43,3
1998,252,PSB,deputado estadual,1,739,102
1998,252,PSC,deputado estadual,1,441,23
1998,252,PSD,deputado estadual,1,168,24
1998,252,PSDB,deputado estadual,1,7556,1059
1998,252,PSDC,deputado estadual,1,45,10
1998,252,PSL,deputado estadual,1,8,8
1998,252,PSN,deputado estadual,1,4,6
1998,252,PST,deputado estadual,1,176,11
1998,252,PSTU,deputado estadual,1,51,37
1998,252,PT,deputado estadual,1,2644,1074
1998,252,PT do B,deputado estadual,1,225,14
1998,252,PTB,deputado estadual,1,389,65
1998,252,PTN,deputado estadual,1,59,7
1998,252,PV,deputado estadual,1,161,145
1998,252,PAN,deputado federal,1,6,6
1998,252,PC do B,deputado federal,1,723,64
1998,252,PCB,deputado federal,1,32,14
1998,252,PDT,deputado federal,1,2743,600
1998,252,PFL,deputado federal,1,5761,532
1998,252,PGT,deputado federal,1,0,1
1998,252,PL,deputado federal,1,335,46
1998,252,PMDB,deputado federal,1,298,65
1998,252,PMN,deputado federal,1,34,7
1998,252,PPB,deputado federal,1,4212,257
1998,252,PPS,deputado federal,1,823,303
1998,252,PRN,deputado federal,1,15,5
1998,252,PRONA,deputado federal,1,49,143
1998,252,PRP,deputado federal,1,153,36
1998,252,PRTB,deputado federal,1,12,8
1998,252,PSB,deputado federal,1,629,76
1998,252,PSC,deputado federal,1,137,23
1998,252,PSD,deputado federal,1,44,16
1998,252,PSDB,deputado federal,1,3538,1320
1998,252,PSDC,deputado federal,1,64,14
1998,252,PSL,deputado federal,1,36,6
1998,252,PSN,deputado federal,1,21,7
1998,252,PST,deputado federal,1,0,16
1998,252,PSTU,deputado federal,1,221,42
1998,252,PT,deputado federal,1,1932,989
1998,252,PT do B,deputado federal,1,144,15
1998,252,PTB,deputado federal,1,391,45
1998,252,PTN,deputado federal,1,39,14
1998,252,PV,deputado federal,1,1237,137
1998,252,PDT,governador,1,7652,0
1998,252,PFL,governador,1,16009,0
1998,252,PPS,governador,1,469,0
1998,252,PRONA,governador,1,119,0
1998,252,PRTB,governador,1,21,0
1998,252,PSDB,governador,1,3142,0
1998,252,PSDC,governador,1,8,0
1998,252,PSL,governador,1,6,0
1998,252,PSN,governador,1,11,0
1998,252,PST,governador,1,12,0
1998,252,PSTU,governador,1,74,0
1998,252,PT do B,governador,1,12,0
1998,252,PV,governador,1,347,0
1998,252,PMN,presidente,1,99,0
1998,252,PPS,presidente,1,4789,0
1998,252,PRONA,presidente,1,378,0
1998,252,PSC,presidente,1,20,0
1998,252,PSDB,presidente,1,14215,0
1998,252,PSDC,presidente,1,6,0
1998,252,PSN,presidente,1,19,0
1998,252,PSTU,presidente,1,23,0
1998,252,PT,presidente,1,8307,0
1998,252,PT do B,presidente,1,23,0
1998,252,PTN,presidente,1,44,0
1998,252,PV,presidente,1,225,0
1998,252,PAN,senador,1,17,0
1998,252,PMDB,senador,1,1357,0
1998,252,PPB,senador,1,12150,0
1998,252,PPS,senador,1,5326,0
1998,252,PRN,senador,1,47,0
1998,252,PRONA,senador,1,154,0
1998,252,PRP,senador,1,53,0
1998,252,PRTB,senador,1,37,0
1998,252,PSB,senador,1,7488,0
1998,252,PSC,senador,1,29,0
1998,252,PSDC,senador,1,27,0
1998,252,PSTU,senador,1,37,0
1998,252,PT do B,senador,1,76,0
1998,252,PTN,senador,1,20,0
1998,1,PDT,governador,2,12734,0
1998,1,PFL,governador,2,10906,0
1998,2,PDT,governador,2,16673,0
1998,2,PFL,governador,2,22339,0
1998,3,PDT,governador,2,11752,0
1998,3,PFL,governador,2,21171,0
1998,4,PDT,governador,2,14880,0
1998,4,PFL,governador,2,23068,0
1998,5,PDT,governador,2,9913,0
1998,5,PFL,governador,2,18459,0
1998,6,PDT,governador,2,11225,0
1998,6,PFL,governador,2,16523,0
1998,7,PDT,governador,2,18774,0
1998,7,PFL,governador,2,36572,0
1998,8,PDT,governador,2,19550,0
1998,8,PFL,governador,2,17588,0
1998,9,PDT,governador,2,11025,0
1998,9,PFL,governador,2,17658,0
1998,10,PDT,governador,2,16316,0
1998,10,PFL,governador,2,24170,0
1998,11,PDT,governador,2,14388,0
1998,11,PFL,governador,2,20410,0
1998,12,PDT,governador,2,8743,0
1998,12,PFL,governador,2,10514,0
1998,13,PDT,governador,2,20727,0
1998,13,PFL,governador,2,27083,0
1998,14,PDT,governador,2,11359,0
1998,14,PFL,governador,2,18678,0
1998,15,PDT,governador,2,14967,0
1998,15,PFL,governador,2,16180,0
1998,16,PDT,governador,2,15192,0
1998,16,PFL,governador,2,22830,0
1998,17,PDT,governador,2,12138,0
1998,17,PFL,governador,2,27773,0
1998,18,PDT,governador,2,7795,0
1998,18,PFL,governador,2,16979,0
1998,19,PDT,governador,2,16718,0
1998,19,PFL,governador,2,22836,0
1998,20,PDT,governador,2,12290,0
1998,20,PFL,governador,2,21104,0
1998,21,PDT,governador,2,15812,0
1998,21,PFL,governador,2,14778,0
1998,22,PDT,governador,2,23535,0
1998,22,PFL,governador,2,30394,0
1998,23,PDT,governador,2,21001,0
1998,23,PFL,governador,2,18575,0
1998,24,PDT,governador,2,23847,0
1998,24,PFL,governador,2,14601,0
1998,25,PDT,governador,2,14160,0
1998,25,PFL,governador,2,8525,0
1998,117,PDT,governador,2,16000,0
1998,117,PFL,governador,2,23887,0
1998,118,PDT,governador,2,12441,0
1998,118,PFL,governador,2,13242,0
1998,119,PDT,governador,2,9636,0
1998,119,PFL,governador,2,24703,0
1998,120,PDT,governador,2,16452,0
1998,120,PFL,governador,2,12089,0
1998,121,PDT,governador,2,12337,0
1998,121,PFL,governador,2,15968,0
1998,122,PDT,governador,2,19914,0
1998,122,PFL,governador,2,15913,0
1998,123,PDT,governador,2,18687,0
1998,123,PFL,governador,2,16265,0
1998,124,PDT,governador,2,16357,0
1998,124,PFL,governador,2,12181,0
1998,125,PDT,governador,2,20092,0
1998,125,PFL,governador,2,7756,0
1998,160,PDT,governador,2,15279,0
1998,160,PFL,governador,2,20823,0
1998,161,PDT,governador,2,24160,0
1998,161,PFL,governador,2,24242,0
1998,162,PDT,governador,2,17589,0
1998,162,PFL,governador,2,15422,0
1998,163,PDT,governador,2,15341,0
1998,163,PFL,governador,2,20138,0
1998,164,PDT,governador,2,12791,0
1998,164,PFL,governador,2,12348,0
1998,165,PDT,governador,2,6636,0
1998,165,PFL,governador,2,18176,0
1998,166,PDT,governador,2,10162,0
1998,166,PFL,governador,2,16598,0
1998,167,PDT,governador,2,22592,0
1998,167,PFL,governador,2,19388,0
1998,168,PDT,governador,2,14452,0
1998,168,PFL,governador,2,18428,0
1998,169,PDT,governador,2,17728,0
1998,169,PFL,governador,2,22131,0
1998,170,PDT,governador,2,14741,0
1998,170,PFL,governador,2,24589,0
1998,171,PDT,governador,2,13883,0
1998,171,PFL,governador,2,19258,0
1998,173,PDT,governador,2,10392,0
1998,173,PFL,governador,2,18176,0
1998,175,PDT,governador,2,18657,0
1998,175,PFL,governador,2,18694,0
1998,176,PDT,governador,2,16921,0
1998,176,PFL,governador,2,18626,0
1998,177,PDT,governador,2,17295,0
1998,177,PFL,governador,2,22350,0
1998,178,PDT,governador,2,15238,0
1998,178,PFL,governador,2,10957,0
1998,179,PDT,governador,2,20283,0
1998,179,PFL,governador,2,16459,0
1998,180,PDT,governador,2,26285,0
1998,180,PFL,governador,2,28454,0
1998,182,PDT,governador,2,20453,0
1998,182,PFL,governador,2,19491,0
1998,185,PDT,governador,2,15791,0
1998,185,PFL,governador,2,19782,0
1998,188,PDT,governador,2,17721,0
1998,188,PFL,governador,2,15601,0
1998,189,PDT,governador,2,14328,0
1998,189,PFL,governador,2,17766,0
1998,190,PDT,governador,2,13877,0
1998,190,PFL,governador,2,19526,0
1998,191,PDT,governador,2,14178,0
1998,191,PFL,governador,2,21550,0
1998,192,PDT,governador,2,15150,0
1998,192,PFL,governador,2,30656,0
1998,193,PDT,governador,2,13590,0
1998,193,PFL,governador,2,11388,0
1998,204,PDT,governador,2,14241,0
1998,204,PFL,governador,2,15418,0
1998,205,PDT,governador,2,8149,0
1998,205,PFL,governador,2,16898,0
1998,206,PDT,governador,2,8084,0
1998,206,PFL,governador,2,16905,0
1998,207,PDT,governador,2,8825,0
1998,207,PFL,governador,2,13278,0
1998,208,PDT,governador,2,10681,0
1998,208,PFL,governador,2,16734,0
1998,209,PDT,governador,2,12971,0
1998,209,PFL,governador,2,15761,0
1998,210,PDT,governador,2,10942,0
1998,210,PFL,governador,2,15969,0
1998,211,PDT,governador,2,18565,0
1998,211,PFL,governador,2,23178,0
1998,212,PDT,governador,2,6968,0
1998,212,PFL,governador,2,13912,0
1998,213,PDT,governador,2,16207,0
1998,213,PFL,governador,2,21330,0
1998,214,PDT,governador,2,15120,0
1998,214,PFL,governador,2,24266,0
1998,215,PDT,governador,2,11565,0
1998,215,PFL,governador,2,21427,0
1998,216,PDT,governador,2,10948,0
1998,216,PFL,governador,2,18887,0
1998,217,PDT,governador,2,19284,0
1998,217,PFL,governador,2,21139,0
1998,218,PDT,governador,2,18479,0
1998,218,PFL,governador,2,22417,0
1998,219,PDT,governador,2,23704,0
1998,219,PFL,governador,2,25108,0
1998,220,PDT,governador,2,14906,0
1998,220,PFL,governador,2,12247,0
1998,228,PDT,governador,2,8288,0
1998,228,PFL,governador,2,14003,0
1998,229,PDT,governador,2,20372,0
1998,229,PFL,governador,2,18677,0
1998,230,PDT,governador,2,18978,0
1998,230,PFL,governador,2,8897,0
1998,231,PDT,governador,2,15743,0
1998,231,PFL,governador,2,11528,0
1998,232,PDT,governador,2,16584,0
1998,232,PFL,governador,2,10859,0
1998,233,PDT,governador,2,16334,0
1998,233,PFL,governador,2,12609,0
1998,234,PDT,governador,2,16958,0
1998,234,PFL,governador,2,11831,0
1998,235,PDT,governador,2,17096,0
1998,235,PFL,governador,2,13347,0
1998,236,PDT,governador,2,11771,0
1998,236,PFL,governador,2,7826,0
1998,237,PDT,governador,2,18566,0
1998,237,PFL,governador,2,11822,0
1998,238,PDT,governador,2,17429,0
1998,238,PFL,governador,2,8930,0
1998,240,PDT,governador,2,23883,0
1998,240,PFL,governador,2,11058,0
1998,241,PDT,governador,2,16951,0
1998,241,PFL,governador,2,9862,0
1998,242,PDT,governador,2,23325,0
1998,242,PFL,governador,2,17629,0
1998,243,PDT,governador,2,18901,0
1998,243,PFL,governador,2,11160,0
1998,244,PDT,governador,2,17398,0
1998,244,PFL,governador,2,13061,0
1998,245,PDT,governador,2,20898,0
1998,245,PFL,governador,2,14241,0
1998,246,PDT,governador,2,25275,0
1998,246,PFL,governador,2,13686,0
1998,252,PDT,governador,2,9917,0
1998,252,PFL,governador,2,19006,0
2000,1,PCO,prefeito,1,5,0
2000,1,PDT,prefeito,1,3185,0
2000,1,PFL,prefeito,1,7558,0
2000,1,PPB,prefeito,1,776,0
2000,1,PRONA,prefeito,1,166,0
2000,1,PRP,prefeito,1,11,0
2000,1,PSB,prefeito,1,161,0
2000,1,PSDB,prefeito,1,529,0
2000,1,PSDC,prefeito,1,16,0
2000,1,PSTU,prefeito,1,64,0
2000,1,PT,prefeito,1,5464,0
2000,1,PT do B,prefeito,1,106,0
2000,1,PTB,prefeito,1,4470,0
2000,1,PV,prefeito,1,184,0
2000,1,PAN,vereador,1,9,12
2000,1,PC do B,vereador,1,191,12
2000,1,PCB,vereador,1,53,22
2000,1,PCO,vereador,1,0,4
2000,1,PDT,vereador,1,1722,1036
2000,1,PFL,vereador,1,2564,1480
2000,1,PGT,vereador,1,112,9
2000,1,PHS,vereador,1,41,16
2000,1,PL,vereador,1,981,27
2000,1,PMDB,vereador,1,1835,136
2000,1,PMN,vereador,1,54,10
2000,1,PPB,vereador,1,823,202
2000,1,PPS,vereador,1,159,21
2000,1,PRN,vereador,1,18,7
2000,1,PRONA,vereador,1,209,144
2000,1,PRP,vereador,1,18,12
2000,1,PRTB,vereador,1,100,8
2000,1,PSB,vereador,1,394,40
2000,1,PSC,vereador,1,1017,41
2000,1,PSD,vereador,1,72,14
2000,1,PSDB,vereador,1,644,149
2000,1,PSDC,vereador,1,34,5
2000,1,PSL,vereador,1,15,9
2000,1,PST,vereador,1,25,3
2000,1,PSTU,vereador,1,321,57
2000,1,PT,vereador,1,2512,1339
2000,1,PT do B,vereador,1,687,45
2000,1,PTB,vereador,1,1933,686
2000,1,PTN,vereador,1,71,8
2000,1,PV,vereador,1,207,51
2000,2,PCO,prefeito,1,4,0
2000,2,PDT,prefeito,1,3676,0
2000,2,PFL,prefeito,1,13458,0
2000,2,PPB,prefeito,1,1313,0
2000,2,PRONA,prefeito,1,256,0
2000,2,PRP,prefeito,1,17,0
2000,2,PSB,prefeito,1,323,0
2000,2,PSDB,prefeito,1,702,0
2000,2,PSDC,prefeito,1,29,0
2000,2,PSTU,prefeito,1,139,0
2000,2,PT,prefeito,1,7210,0
2000,2,PT do B,prefeito,1,319,0
2000,2,PTB,prefeito,1,10067,0
2000,2,PV,prefeito,1,223,0
2000,2,PAN,vereador,1,14,24
2000,2,PC do B,vereador,1,435,22
2000,2,PCB,vereador,1,44,46
2000,2,PCO,vereador,1,0,4
2000,2,PDT,vereador,1,1898,1222
2000,2,PFL,vereador,1,5939,2704
2000,2,PGT,vereador,1,2294,34
2000,2,PHS,vereador,1,47,21
2000,2,PL,vereador,1,1996,92
2000,2,PMDB,vereador,1,2317,194
2000,2,PMN,vereador,1,33,15
2000,2,PPB,vereador,1,1492,296
2000,2,PPS,vereador,1,311,42
2000,2,PRN,vereador,1,7,25
2000,2,PRONA,vereador,1,273,208
2000,2,PRP,vereador,1,28,19
2000,2,PRTB,vereador,1,185,14
2000,2,PSB,vereador,1,828,88
2000,2,PSC,vereador,1,1037,45
2000,2,PSD,vereador,1,98,27
2000,2,PSDB,vereador,1,1289,220
2000,2,PSDC,vereador,1,115,12
2000,2,PSL,vereador,1,21,13
2000,2,PST,vereador,1,35,9
2000,2,PSTU,vereador,1,635,118
2000,2,PT,vereador,1,1719,1904
2000,2,PT do B,vereador,1,1325,70
2000,2,PTB,vereador,1,3734,1402
2000,2,PTN,vereador,1,89,9
2000,2,PV,vereador,1,236,74
2000,3,PCO,prefeito,1,12,0
2000,3,PDT,prefeito,1,2258,0
2000,3,PFL,prefeito,1,11771,0
2000,3,PPB,prefeito,1,1401,0
2000,3,PRONA,prefeito,1,139,0
2000,3,PRP,prefeito,1,5,0
2000,3,PSB,prefeito,1,529,0
2000,3,PSDB,prefeito,1,621,0
2000,3,PSDC,prefeito,1,16,0
2000,3,PSTU,prefeito,1,136,0
2000,3,PT,prefeito,1,5131,0
2000,3,PT do B,prefeito,1,68,0
2000,3,PTB,prefeito,1,9177,0
2000,3,PV,prefeito,1,1203,0
2000,3,PAN,vereador,1,4,5
2000,3,PC do B,vereador,1,307,25
2000,3,PCB,vereador,1,186,19
2000,3,PCO,vereador,1,1,3
2000,3,PDT,vereador,1,1317,580
2000,3,PFL,vereador,1,8338,1485
2000,3,PGT,vereador,1,60,15
2000,3,PHS,vereador,1,33,6
2000,3,PL,vereador,1,677,32
2000,3,PMDB,vereador,1,1710,117
2000,3,PMN,vereador,1,27,11
2000,3,PPB,vereador,1,1330,245
2000,3,PPS,vereador,1,396,25
2000,3,PRN,vereador,1,3,5
