,ano,sigla_partido,bairro,n_filiados
5866,2000,PSDB,Higienópolis,96
5867,2000,PSDB,Honório Gurgel,56
5868,2000,PSDB,Humaitá,52
5869,2000,PSDB,Inhaúma,321
5870,2000,PSDB,Inhoaíba,227
5871,2000,PSDB,Ipanema,178
5872,2000,PSDB,Irajá,322
5873,2000,PSDB,Itanhangá,34
5874,2000,PSDB,Jacarepaguá,129
5875,2000,PSDB,Jacarezinho,119
5876,2000,PSDB,Jacaré,140
5877,2000,PSDB,Jardim América,188
5878,2000,PSDB,Jardim Botânico,94
5879,2000,PSDB,Jardim Carioca,52
5880,2000,PSDB,Jardim Guanabara,53
5881,2000,PSDB,Jardim Sulacap,49
5882,2000,PSDB,Lagoa,84
5883,2000,PSDB,Lapa,44
5884,2000,PSDB,Laranjeiras,83
5885,2000,PSDB,Leblon,155
5886,2000,PSDB,Leme,56
5887,2000,PSDB,Lins de Vasconcelos,98
5888,2000,PSDB,Madureira,229
5889,2000,PSDB,Magalhães Bastos,145
5890,2000,PSDB,Manguinhos,17
5891,2000,PSDB,Maracanã,49
5892,2000,PSDB,Marechal Hermes,115
5893,2000,PSDB,Maria da Graça,38
5894,2000,PSDB,Maré,331
5895,2000,PSDB,Moneró,39
5896,2000,PSDB,Méier,260
5897,2000,PSDB,Olaria,97
5898,2000,PSDB,Osvaldo Cruz,66
5899,2000,PSDB,Paciência,276
5900,2000,PSDB,Padre Miguel,485
5901,2000,PSDB,Paquetá,7
5902,2000,PSDB,Parada de Lucas,40
5903,2000,PSDB,Parque Anchieta,55
5904,2000,PSDB,Parque Colúmbia,11
5905,2000,PSDB,Pavuna,121
5906,2000,PSDB,Pechincha,159
5907,2000,PSDB,Pedra de Guaratiba,36
5908,2000,PSDB,Penha,129
5909,2000,PSDB,Penha Circular,70
5910,2000,PSDB,Piedade,202
5911,2000,PSDB,Pilares,94
5912,2000,PSDB,Portuguesa,127
5913,2000,PSDB,Praia da Bandeira,15
5914,2000,PSDB,Praça Seca,243
5915,2000,PSDB,Praça da Bandeira,74
5916,2000,PSDB,Quintino Bocaiúva,230
5917,2000,PSDB,Ramos,237
5918,2000,PSDB,Realengo,636
5919,2000,PSDB,Recreio dos Bandeirantes,148
5920,2000,PSDB,Riachuelo,15
5921,2000,PSDB,Ribeira,30
5922,2000,PSDB,Ricardo de Albuquerque,70
5923,2000,PSDB,Rio Comprido,608
5924,2000,PSDB,Rocha,66
5925,2000,PSDB,Rocha Miranda,130
5926,2000,PSDB,Rocinha,50
5927,2000,PSDB,Santa Cruz,1201
5928,2000,PSDB,Santa Teresa,423
5929,2000,PSDB,Santo Cristo,182
5930,2000,PSDB,Santíssimo,119
5931,2000,PSDB,Saúde,35
5932,2000,PSDB,Senador Camará,644
5933,2000,PSDB,Senador Vasconcelos,56
5934,2000,PSDB,Sepetiba,163
5935,2000,PSDB,São Conrado,195
5936,2000,PSDB,São Cristóvão,124
5937,2000,PSDB,São Francisco Xavier,22
5938,2000,PSDB,Tanque,142
5939,2000,PSDB,Taquara,401
5940,2000,PSDB,Tauá,35
5941,2000,PSDB,Tijuca,699
5942,2000,PSDB,Todos os Santos,32
5943,2000,PSDB,Tomás Coelho,18
5944,2000,PSDB,Turiaçú,26
5945,2000,PSDB,Urca,35
5946,2000,PSDB,Vargem Grande,41
5947,2000,PSDB,Vargem Pequena,17
5948,2000,PSDB,Vasco da Gama,59
5949,2000,PSDB,Vaz Lobo,69
5950,2000,PSDB,Vicente de Carvalho,8
5951,2000,PSDB,Vidigal,57
5952,2000,PSDB,Vigário Geral,97
5953,2000,PSDB,Vila Isabel,295
5954,2000,PSDB,Vila Kosmos,33
5955,2000,PSDB,Vila Militar,37
5956,2000,PSDB,Vila Valqueire,94
5957,2000,PSDB,Vila da Penha,26
5958,2000,PSDB,Zumbi,10
5959,2000,PSDB,nao informado,1022
5960,2000,PSDB,Água Santa,12
5961,2000,PSL,Anchieta,1
5962,2000,PSL,Andaraí,2
5963,2000,PSL,Anil,1
5964,2000,PSL,Bangu,18
5965,2000,PSL,Barra da Tijuca,22
5966,2000,PSL,Benfica,6
5967,2000,PSL,Bento Ribeiro,3
5968,2000,PSL,Bonsucesso,4
5969,2000,PSL,Botafogo,6
5970,2000,PSL,Brás de Pina,5
5971,2000,PSL,Cachambi,4
5972,2000,PSL,Caju,4
5973,2000,PSL,Campo Grande,16
5974,2000,PSL,Campo dos Afonsos,1
5975,2000,PSL,Catete,4
5976,2000,PSL,Centro,4
5977,2000,PSL,Cidade de Deus,1
5978,2000,PSL,Coelho Neto,1
5979,2000,PSL,Colégio,1
5980,2000,PSL,Complexo do Alemão,2
5981,2000,PSL,Copacabana,20
5982,2000,PSL,Cordovil,6
5983,2000,PSL,Cosme Velho,1
5984,2000,PSL,Cosmos,2
5985,2000,PSL,Curicica,3
5986,2000,PSL,Del Castilho,4
5987,2000,PSL,Encantado,4
5988,2000,PSL,Engenho Novo,4
5989,2000,PSL,Engenho de Dentro,3
5990,2000,PSL,Flamengo,6
5991,2000,PSL,Freguesia (Ilha),3
5992,2000,PSL,Freguesia (Jacarepaguá),7
5993,2000,PSL,Galeão,3
5994,2000,PSL,Gamboa,2
5995,2000,PSL,Glória,4
5996,2000,PSL,Grajaú,2
5997,2000,PSL,Guadalupe,2
5998,2000,PSL,Guaratiba,2
5999,2000,PSL,Gávea,3
6000,2000,PSL,Higienópolis,5
6001,2000,PSL,Inhaúma,1
6002,2000,PSL,Inhoaíba,2
6003,2000,PSL,Ipanema,5
6004,2000,PSL,Irajá,8
6005,2000,PSL,Jacarepaguá,4
6006,2000,PSL,Jacarezinho,1
6007,2000,PSL,Jacaré,1
6008,2000,PSL,Jardim América,2
6009,2000,PSL,Jardim Botânico,1
6010,2000,PSL,Jardim Carioca,1
6011,2000,PSL,Jardim Guanabara,3
6012,2000,PSL,Jardim Sulacap,2
6013,2000,PSL,Lagoa,1
6014,2000,PSL,Lapa,2
6015,2000,PSL,Laranjeiras,1
6016,2000,PSL,Leblon,3
6017,2000,PSL,Lins de Vasconcelos,3
6018,2000,PSL,Madureira,4
6019,2000,PSL,Magalhães Bastos,2
6020,2000,PSL,Manguinhos,1
6021,2000,PSL,Maracanã,6
6022,2000,PSL,Marechal Hermes,5
6023,2000,PSL,Maria da Graça,2
6024,2000,PSL,Maré,4
6025,2000,PSL,Moneró,1
6026,2000,PSL,Méier,7
6027,2000,PSL,Olaria,6
6028,2000,PSL,Paciência,6
6029,2000,PSL,Padre Miguel,1
6030,2000,PSL,Parque Anchieta,7
6031,2000,PSL,Pavuna,6
6032,2000,PSL,Pechincha,2
6033,2000,PSL,Penha,4
6034,2000,PSL,Penha Circular,5
6035,2000,PSL,Piedade,6
6036,2000,PSL,Pilares,1
6037,2000,PSL,Portuguesa,1
6038,2000,PSL,Praça Seca,5
6039,2000,PSL,Praça da Bandeira,2
6040,2000,PSL,Quintino Bocaiúva,10
6041,2000,PSL,Ramos,3
6042,2000,PSL,Realengo,12
6043,2000,PSL,Recreio dos Bandeirantes,12
6044,2000,PSL,Ricardo de Albuquerque,1
6045,2000,PSL,Rio Comprido,4
6046,2000,PSL,Rocha,1
6047,2000,PSL,Rocha Miranda,6
6048,2000,PSL,Santa Cruz,12
6049,2000,PSL,Santa Teresa,4
6050,2000,PSL,Santíssimo,3
6051,2000,PSL,Saúde,1
6052,2000,PSL,Senador Camará,3
6053,2000,PSL,Senador Vasconcelos,1
6054,2000,PSL,Sepetiba,1
6055,2000,PSL,São Conrado,1
6056,2000,PSL,São Cristóvão,2
6057,2000,PSL,Tanque,2
6058,2000,PSL,Taquara,5
6059,2000,PSL,Tauá,4
6060,2000,PSL,Tijuca,17
6061,2000,PSL,Todos os Santos,2
6062,2000,PSL,Turiaçú,1
6063,2000,PSL,Urca,1
6064,2000,PSL,Vargem Grande,1
6065,2000,PSL,Vargem Pequena,1
6066,2000,PSL,Vasco da Gama,2
6067,2000,PSL,Vaz Lobo,1
6068,2000,PSL,Vila Isabel,7
6069,2000,PSL,Vila Militar,2
6070,2000,PSL,Vila Valqueire,4
6071,2000,PSL,Vila da Penha,4
6072,2000,PSL,nao informado,37
6073,2000,PSOL,Abolição,2
6074,2000,PSOL,Alto da Boa Vista,1
6075,2000,PSOL,Anchieta,3
6076,2000,PSOL,Andaraí,6
6077,2000,PSOL,Anil,1
6078,2000,PSOL,Bancários,1
6079,2000,PSOL,Bangu,73
6080,2000,PSOL,Barra da Tijuca,9
6081,2000,PSOL,Barra de Guaratiba,1
6082,2000,PSOL,Barros Filho,1
6083,2000,PSOL,Bento Ribeiro,8
6084,2000,PSOL,Bonsucesso,7
6085,2000,PSOL,Botafogo,14
6086,2000,PSOL,Brás de Pina,3
6087,2000,PSOL,Cachambi,3
6088,2000,PSOL,Caju,1
6089,2000,PSOL,Campo Grande,30
6090,2000,PSOL,Cascadura,1
6091,2000,PSOL,Catete,3
6092,2000,PSOL,Cavalcanti,4
6093,2000,PSOL,Centro,15
6094,2000,PSOL,Cidade Nova,2
6095,2000,PSOL,Cidade de Deus,1
6096,2000,PSOL,Cocotá,3
6097,2000,PSOL,Coelho Neto,3
6098,2000,PSOL,Colégio,1
6099,2000,PSOL,Complexo do Alemão,3
6100,2000,PSOL,Copacabana,39
6101,2000,PSOL,Cosme Velho,2
6102,2000,PSOL,Cosmos,4
6103,2000,PSOL,Costa Barros,3
6104,2000,PSOL,Del Castilho,3
6105,2000,PSOL,Deodoro,2
6106,2000,PSOL,Encantado,3
6107,2000,PSOL,Engenheiro Leal,1
6108,2000,PSOL,Engenho Novo,3
6109,2000,PSOL,Engenho da Rainha,1
6110,2000,PSOL,Engenho de Dentro,8
6111,2000,PSOL,Flamengo,24
6112,2000,PSOL,Freguesia (Ilha),2
6113,2000,PSOL,Freguesia (Jacarepaguá),9
6114,2000,PSOL,Galeão,3
6115,2000,PSOL,Gamboa,1
6116,2000,PSOL,Glória,13
6117,2000,PSOL,Grajaú,8
6118,2000,PSOL,Guadalupe,3
6119,2000,PSOL,Guaratiba,4
6120,2000,PSOL,Gávea,5
6121,2000,PSOL,Higienópolis,4
6122,2000,PSOL,Honório Gurgel,1
6123,2000,PSOL,Humaitá,1
6124,2000,PSOL,Inhaúma,2
6125,2000,PSOL,Inhoaíba,4
6126,2000,PSOL,Ipanema,13
6127,2000,PSOL,Irajá,7
6128,2000,PSOL,Jacarepaguá,6
6129,2000,PSOL,Jacarezinho,5
6130,2000,PSOL,Jacaré,2
6131,2000,PSOL,Jardim América,6
6132,2000,PSOL,Jardim Botânico,2
6133,2000,PSOL,Jardim Carioca,2
6134,2000,PSOL,Jardim Guanabara,2
6135,2000,PSOL,Jardim Sulacap,2
6136,2000,PSOL,Lagoa,4
6137,2000,PSOL,Lapa,5
6138,2000,PSOL,Laranjeiras,23
6139,2000,PSOL,Leblon,7
6140,2000,PSOL,Leme,3
6141,2000,PSOL,Lins de Vasconcelos,3
6142,2000,PSOL,Madureira,3
6143,2000,PSOL,Magalhães Bastos,2
6144,2000,PSOL,Maracanã,5
6145,2000,PSOL,Marechal Hermes,1
6146,2000,PSOL,Maré,2
6147,2000,PSOL,Moneró,1
6148,2000,PSOL,Méier,17
6149,2000,PSOL,Olaria,5
6150,2000,PSOL,Osvaldo Cruz,1
6151,2000,PSOL,Paciência,13
6152,2000,PSOL,Padre Miguel,1
6153,2000,PSOL,Paquetá,2
6154,2000,PSOL,Parque Anchieta,2
6155,2000,PSOL,Pechincha,1
6156,2000,PSOL,Penha,15
6157,2000,PSOL,Penha Circular,2
6158,2000,PSOL,Piedade,2
6159,2000,PSOL,Pilares,1
6160,2000,PSOL,Portuguesa,3
6161,2000,PSOL,Praia da Bandeira,1
6162,2000,PSOL,Praça Seca,4
6163,2000,PSOL,Quintino Bocaiúva,2
6164,2000,PSOL,Ramos,11
6165,2000,PSOL,Realengo,13
6166,2000,PSOL,Recreio dos Bandeirantes,9
6167,2000,PSOL,Ricardo de Albuquerque,1
6168,2000,PSOL,Rio Comprido,10
6169,2000,PSOL,Rocha,1
6170,2000,PSOL,Rocha Miranda,4
6171,2000,PSOL,Rocinha,1
6172,2000,PSOL,Santa Cruz,31
6173,2000,PSOL,Santa Teresa,11
6174,2000,PSOL,Santo Cristo,1
6175,2000,PSOL,Santíssimo,2
6176,2000,PSOL,Saúde,6
6177,2000,PSOL,Senador Camará,23
6178,2000,PSOL,Senador Vasconcelos,3
6179,2000,PSOL,Sepetiba,4
6180,2000,PSOL,São Conrado,3
6181,2000,PSOL,São Cristóvão,6
6182,2000,PSOL,Taquara,4
6183,2000,PSOL,Tijuca,50
6184,2000,PSOL,Todos os Santos,4
6185,2000,PSOL,Turiaçú,1
6186,2000,PSOL,Urca,3
6187,2000,PSOL,Vargem Pequena,2
6188,2000,PSOL,Vaz Lobo,3
6189,2000,PSOL,Vigário Geral,1
6190,2000,PSOL,Vila Isabel,12
6191,2000,PSOL,Vila Kosmos,6
6192,2000,PSOL,Vila Valqueire,4
6193,2000,PSOL,Vila da Penha,1
6194,2000,PSOL,nao informado,78
6195,2000,PSOL,Água Santa,3
6196,2000,PSTU,Alto da Boa Vista,1
6197,2000,PSTU,Andaraí,5
6198,2000,PSTU,Bangu,1
6199,2000,PSTU,Botafogo,4
6200,2000,PSTU,Brás de Pina,2
6201,2000,PSTU,Campo Grande,5
6202,2000,PSTU,Catete,1
6203,2000,PSTU,Centro,3
6204,2000,PSTU,Cocotá,1
6205,2000,PSTU,Coelho Neto,1
6206,2000,PSTU,Copacabana,6
6207,2000,PSTU,Cosme Velho,1
6208,2000,PSTU,Freguesia (Jacarepaguá),5
6209,2000,PSTU,Glória,3
6210,2000,PSTU,Guaratiba,2
6211,2000,PSTU,Higienópolis,2
6212,2000,PSTU,Inhaúma,2
6213,2000,PSTU,Itanhangá,1
6214,2000,PSTU,Jacaré,1
6215,2000,PSTU,Jardim Carioca,1
6216,2000,PSTU,Jardim Guanabara,1
6217,2000,PSTU,Laranjeiras,3
6218,2000,PSTU,Leblon,1
6219,2000,PSTU,Leme,1
6220,2000,PSTU,Madureira,5
6221,2000,PSTU,Magalhães Bastos,1
6222,2000,PSTU,Maria da Graça,2
6223,2000,PSTU,Méier,2
6224,2000,PSTU,Osvaldo Cruz,2
6225,2000,PSTU,Padre Miguel,2
6226,2000,PSTU,Parque Colúmbia,1
6227,2000,PSTU,Pavuna,1
6228,2000,PSTU,Pechincha,1
6229,2000,PSTU,Penha,2
6230,2000,PSTU,Penha Circular,3
6231,2000,PSTU,Piedade,1
6232,2000,PSTU,Portuguesa,2
6233,2000,PSTU,Praça Seca,2
6234,2000,PSTU,Quintino Bocaiúva,1
6235,2000,PSTU,Recreio dos Bandeirantes,1
6236,2000,PSTU,Rio Comprido,1
6237,2000,PSTU,Santa Cruz,2
6238,2000,PSTU,Santa Teresa,1
6239,2000,PSTU,Senador Camará,2
6240,2000,PSTU,São Cristóvão,2
6241,2000,PSTU,Taquara,2
6242,2000,PSTU,Tauá,2
6243,2000,PSTU,Tijuca,12
6244,2000,PSTU,Vargem Grande,1
6245,2000,PSTU,Vila Isabel,6
6246,2000,PSTU,Vila Kosmos,2
6247,2000,PSTU,Vila da Penha,3
6248,2000,PSTU,nao informado,7
6249,2000,PT,Abolição,4
6250,2000,PT,Acari,31
6251,2000,PT,Alto da Boa Vista,50
6252,2000,PT,Anchieta,42
6253,2000,PT,Andaraí,202
6254,2000,PT,Anil,59
6255,2000,PT,Bancários,14
6256,2000,PT,Bangu,838
6257,2000,PT,Barra da Tijuca,151
6258,2000,PT,Barra de Guaratiba,3
6259,2000,PT,Barros Filho,13
6260,2000,PT,Benfica,50
6261,2000,PT,Bento Ribeiro,30
6262,2000,PT,Bonsucesso,105
6263,2000,PT,Botafogo,347
6264,2000,PT,Brás de Pina,91
6265,2000,PT,Cachambi,42
6266,2000,PT,Cacuia,5
6267,2000,PT,Caju,10
6268,2000,PT,Campinho,8
6269,2000,PT,Campo Grande,558
6270,2000,PT,Campo dos Afonsos,3
6271,2000,PT,Cascadura,20
6272,2000,PT,Catete,50
6273,2000,PT,Cavalcanti,31
6274,2000,PT,Centro,129
6275,2000,PT,Cidade Nova,16
6276,2000,PT,Cidade de Deus,118
6277,2000,PT,Cocotá,19
6278,2000,PT,Coelho Neto,87
6279,2000,PT,Colégio,20
6280,2000,PT,Complexo do Alemão,33
6281,2000,PT,Copacabana,476
6282,2000,PT,Cordovil,199
6283,2000,PT,Cosme Velho,46
6284,2000,PT,Cosmos,106
6285,2000,PT,Costa Barros,21
6286,2000,PT,Curicica,46
6287,2000,PT,Del Castilho,11
6288,2000,PT,Deodoro,88
6289,2000,PT,Encantado,23
6290,2000,PT,Engenheiro Leal,16
6291,2000,PT,Engenho Novo,71
6292,2000,PT,Engenho da Rainha,27
6293,2000,PT,Engenho de Dentro,96
6294,2000,PT,Flamengo,189
6295,2000,PT,Freguesia (Ilha),31
6296,2000,PT,Freguesia (Jacarepaguá),198
6297,2000,PT,Galeão,44
6298,2000,PT,Gamboa,12
6299,2000,PT,Gardênia Azul,6
6300,2000,PT,Gericinó,3
6301,2000,PT,Glória,174
6302,2000,PT,Grajaú,115
6303,2000,PT,Guadalupe,128
6304,2000,PT,Guaratiba,48
6305,2000,PT,Gávea,62
6306,2000,PT,Higienópolis,53
6307,2000,PT,Honório Gurgel,28
6308,2000,PT,Humaitá,75
6309,2000,PT,Inhaúma,49
6310,2000,PT,Inhoaíba,58
6311,2000,PT,Ipanema,122
6312,2000,PT,Irajá,186
6313,2000,PT,Itanhangá,23
6314,2000,PT,Jacarepaguá,100
6315,2000,PT,Jacarezinho,48
6316,2000,PT,Jacaré,93
6317,2000,PT,Jardim América,107
6318,2000,PT,Jardim Botânico,76
6319,2000,PT,Jardim Carioca,35
6320,2000,PT,Jardim Guanabara,38
6321,2000,PT,Jardim Sulacap,21
6322,2000,PT,Lagoa,83
6323,2000,PT,Lapa,26
6324,2000,PT,Laranjeiras,292
6325,2000,PT,Leblon,110
6326,2000,PT,Leme,52
6327,2000,PT,Lins de Vasconcelos,58
6328,2000,PT,Madureira,108
6329,2000,PT,Magalhães Bastos,32
6330,2000,PT,Manguinhos,12
6331,2000,PT,Maracanã,73
6332,2000,PT,Marechal Hermes,158
6333,2000,PT,Maria da Graça,22
6334,2000,PT,Maré,176
6335,2000,PT,Moneró,24
6336,2000,PT,Méier,139
6337,2000,PT,Olaria,104
6338,2000,PT,Osvaldo Cruz,52
6339,2000,PT,Paciência,87
6340,2000,PT,Padre Miguel,220
6341,2000,PT,Paquetá,7
6342,2000,PT,Parada de Lucas,53
6343,2000,PT,Parque Anchieta,88
6344,2000,PT,Parque Colúmbia,48
6345,2000,PT,Pavuna,166
6346,2000,PT,Pechincha,79
6347,2000,PT,Pedra de Guaratiba,21
6348,2000,PT,Penha,384
6349,2000,PT,Penha Circular,102
6350,2000,PT,Piedade,72
6351,2000,PT,Pilares,46
6352,2000,PT,Portuguesa,33
6353,2000,PT,Praia da Bandeira,9
6354,2000,PT,Praça Seca,129
6355,2000,PT,Praça da Bandeira,11
6356,2000,PT,Quintino Bocaiúva,100
6357,2000,PT,Ramos,143
6358,2000,PT,Realengo,359
6359,2000,PT,Recreio dos Bandeirantes,97
6360,2000,PT,Riachuelo,27
6361,2000,PT,Ribeira,18
6362,2000,PT,Ricardo de Albuquerque,31
6363,2000,PT,Rio Comprido,85
6364,2000,PT,Rocha,50
6365,2000,PT,Rocha Miranda,29
6366,2000,PT,Rocinha,21
6367,2000,PT,Santa Cruz,265
6368,2000,PT,Santa Teresa,182
6369,2000,PT,Santo Cristo,32
6370,2000,PT,Santíssimo,71
6371,2000,PT,Saúde,21
6372,2000,PT,Senador Camará,156
6373,2000,PT,Senador Vasconcelos,39
6374,2000,PT,Sepetiba,54
6375,2000,PT,São Conrado,40
6376,2000,PT,São Cristóvão,84
6377,2000,PT,São Francisco Xavier,13
6378,2000,PT,Tanque,79
6379,2000,PT,Taquara,371
6380,2000,PT,Tauá,24
6381,2000,PT,Tijuca,564
6382,2000,PT,Todos os Santos,48
6383,2000,PT,Tomás Coelho,10
6384,2000,PT,Turiaçú,10
6385,2000,PT,Urca,53
6386,2000,PT,Vargem Grande,17
6387,2000,PT,Vargem Pequena,17
6388,2000,PT,Vasco da Gama,94
6389,2000,PT,Vaz Lobo,13
6390,2000,PT,Vidigal,66
6391,2000,PT,Vigário Geral,73
6392,2000,PT,Vila Isabel,195
6393,2000,PT,Vila Kosmos,28
6394,2000,PT,Vila Militar,6
6395,2000,PT,Vila Valqueire,43
6396,2000,PT,Vila da Penha,37
6397,2000,PT,Zumbi,6
6398,2000,PT,nao informado,575
6399,2000,PT,Água Santa,5
6400,2000,PTB,Abolição,13
6401,2000,PTB,Acari,23
6402,2000,PTB,Alto da Boa Vista,14
6403,2000,PTB,Anchieta,16
6404,2000,PTB,Andaraí,77
6405,2000,PTB,Anil,35
6406,2000,PTB,Bancários,20
6407,2000,PTB,Bangu,352
6408,2000,PTB,Barra da Tijuca,123
6409,2000,PTB,Barros Filho,8
6410,2000,PTB,Benfica,74
6411,2000,PTB,Bento Ribeiro,136
6412,2000,PTB,Bonsucesso,77
6413,2000,PTB,Botafogo,151
6414,2000,PTB,Brás de Pina,107
6415,2000,PTB,Cachambi,45
6416,2000,PTB,Cacuia,8
6417,2000,PTB,Caju,7
6418,2000,PTB,Campinho,11
6419,2000,PTB,Campo Grande,328
6420,2000,PTB,Cascadura,30
6421,2000,PTB,Catete,94
6422,2000,PTB,Cavalcanti,38
6423,2000,PTB,Centro,120
6424,2000,PTB,Cidade Nova,10
6425,2000,PTB,Cidade de Deus,31
6426,2000,PTB,Cocotá,32
6427,2000,PTB,Coelho Neto,127
6428,2000,PTB,Colégio,95
6429,2000,PTB,Complexo do Alemão,45
6430,2000,PTB,Copacabana,454
6431,2000,PTB,Cordovil,49
6432,2000,PTB,Cosme Velho,8
6433,2000,PTB,Cosmos,28
6434,2000,PTB,Costa Barros,10
6435,2000,PTB,Curicica,25
6436,2000,PTB,Del Castilho,36
6437,2000,PTB,Deodoro,53
6438,2000,PTB,Encantado,26
6439,2000,PTB,Engenheiro Leal,11
6440,2000,PTB,Engenho Novo,66
6441,2000,PTB,Engenho da Rainha,8
6442,2000,PTB,Engenho de Dentro,156
6443,2000,PTB,Estácio,1
6444,2000,PTB,Flamengo,89
6445,2000,PTB,Freguesia (Ilha),33
6446,2000,PTB,Freguesia (Jacarepaguá),161
6447,2000,PTB,Galeão,100
6448,2000,PTB,Gamboa,28
6449,2000,PTB,Gardênia Azul,11
6450,2000,PTB,Gericinó,3
6451,2000,PTB,Glória,169
6452,2000,PTB,Grajaú,75
6453,2000,PTB,Guadalupe,69
6454,2000,PTB,Guaratiba,38
6455,2000,PTB,Gávea,34
6456,2000,PTB,Higienópolis,61
6457,2000,PTB,Honório Gurgel,9
6458,2000,PTB,Humaitá,25
6459,2000,PTB,Inhaúma,49
6460,2000,PTB,Inhoaíba,32
6461,2000,PTB,Ipanema,68
6462,2000,PTB,Irajá,197
6463,2000,PTB,Itanhangá,23
6464,2000,PTB,Jacarepaguá,47
6465,2000,PTB,Jacarezinho,21
6466,2000,PTB,Jacaré,65
6467,2000,PTB,Jardim América,51
6468,2000,PTB,Jardim Botânico,40
6469,2000,PTB,Jardim Carioca,71
6470,2000,PTB,Jardim Guanabara,39
6471,2000,PTB,Jardim Sulacap,10
6472,2000,PTB,Lagoa,28
6473,2000,PTB,Lapa,22
6474,2000,PTB,Laranjeiras,73
6475,2000,PTB,Leblon,63
6476,2000,PTB,Leme,7
6477,2000,PTB,Lins de Vasconcelos,66
6478,2000,PTB,Madureira,195
6479,2000,PTB,Magalhães Bastos,14
6480,2000,PTB,Manguinhos,12
6481,2000,PTB,Maracanã,32
6482,2000,PTB,Marechal Hermes,144
6483,2000,PTB,Maria da Graça,28
6484,2000,PTB,Maré,117
6485,2000,PTB,Moneró,48
6486,2000,PTB,Méier,202
6487,2000,PTB,Olaria,35
6488,2000,PTB,Osvaldo Cruz,47
6489,2000,PTB,Paciência,132
6490,2000,PTB,Padre Miguel,134
6491,2000,PTB,Paquetá,2
6492,2000,PTB,Parada de Lucas,16
6493,2000,PTB,Parque Anchieta,53
6494,2000,PTB,Parque Colúmbia,65
6495,2000,PTB,Pavuna,82
6496,2000,PTB,Pechincha,75
6497,2000,PTB,Pedra de Guaratiba,6
6498,2000,PTB,Penha,110
6499,2000,PTB,Penha Circular,126
6500,2000,PTB,Piedade,76
6501,2000,PTB,Pilares,78
6502,2000,PTB,Portuguesa,100
6503,2000,PTB,Praia da Bandeira,18
6504,2000,PTB,Praça Seca,75
6505,2000,PTB,Praça da Bandeira,5
6506,2000,PTB,Quintino Bocaiúva,109
6507,2000,PTB,Ramos,125
6508,2000,PTB,Realengo,295
6509,2000,PTB,Recreio dos Bandeirantes,76
6510,2000,PTB,Riachuelo,14
6511,2000,PTB,Ribeira,36
6512,2000,PTB,Ricardo de Albuquerque,23
6513,2000,PTB,Rio Comprido,25
6514,2000,PTB,Rocha,31
6515,2000,PTB,Rocha Miranda,164
6516,2000,PTB,Rocinha,15
6517,2000,PTB,Santa Cruz,434
6518,2000,PTB,Santa Teresa,122
6519,2000,PTB,Santo Cristo,47
6520,2000,PTB,Santíssimo,25
6521,2000,PTB,Saúde,31
6522,2000,PTB,Senador Camará,47
6523,2000,PTB,Senador Vasconcelos,16
6524,2000,PTB,Sepetiba,40
6525,2000,PTB,São Conrado,61
6526,2000,PTB,São Cristóvão,144
6527,2000,PTB,São Francisco Xavier,5
6528,2000,PTB,Tanque,79
6529,2000,PTB,Taquara,141
6530,2000,PTB,Tauá,56
6531,2000,PTB,Tijuca,368
6532,2000,PTB,Todos os Santos,71
6533,2000,PTB,Tomás Coelho,6
6534,2000,PTB,Turiaçú,13
6535,2000,PTB,Urca,20
6536,2000,PTB,Vargem Grande,23
6537,2000,PTB,Vargem Pequena,6
6538,2000,PTB,Vasco da Gama,62
6539,2000,PTB,Vaz Lobo,40
6540,2000,PTB,Vicente de Carvalho,5
6541,2000,PTB,Vidigal,77
6542,2000,PTB,Vigário Geral,136
6543,2000,PTB,Vila Isabel,180
6544,2000,PTB,Vila Kosmos,33
6545,2000,PTB,Vila Militar,8
6546,2000,PTB,Vila Valqueire,53
6547,2000,PTB,Vila da Penha,16
6548,2000,PTB,Zumbi,8
6549,2000,PTB,nao informado,535
6550,2000,PTB,Água Santa,9
6551,2000,PTC,Acari,2
6552,2000,PTC,Alto da Boa Vista,21
6553,2000,PTC,Anchieta,1
6554,2000,PTC,Andaraí,78
6555,2000,PTC,Anil,3
6556,2000,PTC,Bancários,8
6557,2000,PTC,Bangu,211
6558,2000,PTC,Barra da Tijuca,51
6559,2000,PTC,Barros Filho,79
6560,2000,PTC,Benfica,54
6561,2000,PTC,Bento Ribeiro,8
6562,2000,PTC,Bonsucesso,73
6563,2000,PTC,Botafogo,17
6564,2000,PTC,Brás de Pina,6
6565,2000,PTC,Cachambi,4
6566,2000,PTC,Caju,10
6567,2000,PTC,Campinho,8
6568,2000,PTC,Campo Grande,192
6569,2000,PTC,Campo dos Afonsos,1
6570,2000,PTC,Cascadura,3
6571,2000,PTC,Catete,2
6572,2000,PTC,Centro,5
6573,2000,PTC,Cidade Nova,2
6574,2000,PTC,Cidade de Deus,25
6575,2000,PTC,Coelho Neto,14
6576,2000,PTC,Colégio,2
6577,2000,PTC,Complexo do Alemão,6
6578,2000,PTC,Copacabana,51
6579,2000,PTC,Cordovil,1
6580,2000,PTC,Cosmos,18
6581,2000,PTC,Costa Barros,19
6582,2000,PTC,Curicica,27
6583,2000,PTC,Deodoro,19
6584,2000,PTC,Encantado,1
6585,2000,PTC,Engenheiro Leal,1
6586,2000,PTC,Engenho Novo,6
